name,latitude,longitude,subcategories/0,numberOfRooms,hotelClass,num_amenities,ceilhotelClass,energy_consumption,usable_area,cluster,color,area_to_energy_ratio,carbon_emission
Wiw Mini Hotel,13.911118,100.589676,Specialty Lodging,4.0,0.0,12,0.0,14,80,1,High Efficiency,5.71,1.12
OYO 1016 Jade’s House,13.763017,100.49907,Specialty Lodging,18.0,1.0,12,1.0,47,412,1,High Efficiency,8.77,19.36
A Hostel Bangkok,13.789385,100.5463,Specialty Lodging,20.0,2.0,30,2.0,61,562,1,High Efficiency,9.21,34.28
For You Residence,13.724017,100.52195,Hotel,143.0,3.0,30,3.0,364,4540,2,Low Efficiency,12.47,1652.56
Wellness Residence & Spa,13.737385,100.56142,Bed and Breakfast,20.0,0.0,10,0.0,55,450,1,High Efficiency,8.18,24.75
Cacha Bed,13.746864,100.5031,Specialty Lodging,17.0,2.0,26,2.0,54,500,1,High Efficiency,9.26,27.0
Honey Hotel,13.73724,100.56084,Hotel,75.0,3.0,18,3.0,174,2375,0,High Efficiency,13.65,413.25
Silom Bird House (Tini Kati Hostel),13.726557,100.53123,Specialty Lodging,7.0,2.0,22,2.0,27,182,1,High Efficiency,6.74,4.91
Nivas Siam Hostel,13.727784,100.490166,Specialty Lodging,5.0,0.0,42,0.0,34,90,1,High Efficiency,2.65,3.06
Mon Lodge & Yoga Donmuang,13.916922,100.58392,Bed and Breakfast,4.0,2.0,9,2.0,13,114,1,High Efficiency,8.77,1.48
Miggy Guest House,13.717924,100.55169,Bed and Breakfast,6.0,2.0,9,2.0,17,174,1,High Efficiency,10.24,2.96
MeStyle Place,13.784296,100.584366,Hotel,80.0,3.0,39,3.0,193,2626,0,Low Efficiency,13.61,506.82
The Step Sathon,13.718382,100.52098,Bed and Breakfast,56.0,3.0,17,3.0,130,1778,0,High Efficiency,13.68,231.14
Lasalle Suites Hotel & Residence,13.664,100.61807,Hotel,34.0,3.0,67,3.0,105,1112,1,High Efficiency,10.59,116.76
New Siam Guest House I,13.761992,100.49439,Bed and Breakfast,94.0,2.5,11,3.0,195,3059,2,High Efficiency,15.69,596.5
Delight Residence,13.88368,100.57853,Specialty Lodging,99.0,3.0,21,3.0,257,3144,2,Low Efficiency,12.23,808.01
Hostel Urby,13.737861,100.50703,Specialty Lodging,5.0,2.0,16,2.0,19,137,1,High Efficiency,7.21,2.6
T2 Residence Sathon,13.720359,100.538635,Bed and Breakfast,39.0,3.0,13,3.0,92,1289,0,High Efficiency,14.01,118.59
YOO YEN PEN SOOK hostel,13.795799,100.54993,Specialty Lodging,20.0,2.0,29,2.0,63,558,1,High Efficiency,8.86,35.15
Bed Station Hostel Khaosan,13.76029,100.497986,Specialty Lodging,16.0,0.0,17,0.0,43,348,1,High Efficiency,8.09,14.96
OYO 985 The Twins Hostel,13.76313,100.49994,Specialty Lodging,10.0,1.0,20,1.0,35,246,1,High Efficiency,7.03,8.61
LAF Hotel Aree,13.776928,100.5434,Specialty Lodging,14.0,2.0,42,2.0,51,407,1,High Efficiency,7.98,20.76
The Fifth Residence,13.7506,100.5203,Bed and Breakfast,10.0,3.0,33,3.0,40,343,1,High Efficiency,8.57,13.72
Speak Easy Homestay,13.734981,100.50319,Specialty Lodging,3.0,2.0,27,2.0,22,89,1,High Efficiency,4.05,1.96
Hits Hostel,13.761284,100.49783,Specialty Lodging,10.0,2.0,8,2.0,28,311,1,High Efficiency,11.11,8.71
Darjelling Boutique,13.735405,100.56223,Hotel,20.0,4.0,31,4.0,62,767,1,High Efficiency,12.37,47.55
A&A Guest House,13.761268,100.49381,Bed and Breakfast,39.0,3.0,22,3.0,102,1307,0,High Efficiency,12.81,133.31
Rongratana Executive Residence,13.738394,100.54306,Hotel,24.0,5.0,17,5.0,59,1021,1,High Efficiency,17.31,60.24
One One Bangkok Hotel,13.733768,100.58239,Hotel,79.0,3.0,68,3.0,237,2539,0,Low Efficiency,10.71,601.74
K Home Asok,13.73817,100.56001,Specialty Lodging,12.0,2.0,23,2.0,36,357,1,High Efficiency,9.92,12.85
T Hostel at Rama 4,13.721132,100.56147,Specialty Lodging,16.0,2.0,6,2.0,42,487,1,High Efficiency,11.6,20.45
The 93 Hotel,13.753781,100.53902,Hotel,70.0,4.0,31,4.0,178,2676,0,Low Efficiency,15.03,476.33
Sabye Bangkok Hotel,13.762988,100.50183,Bed and Breakfast,23.0,3.0,30,3.0,69,791,1,High Efficiency,11.46,54.58
Centric Place Hotel,13.758066,100.56436,Hotel,126.0,3.0,34,3.0,284,3772,2,Low Efficiency,13.28,1071.25
Cozy At Ten,13.738314,100.55745,Hotel,22.0,0.0,28,0.0,61,518,1,High Efficiency,8.49,31.6
Forum Park Hotel,13.706981,100.536026,Hotel,116.0,3.0,47,3.0,269,3848,2,Low Efficiency,14.3,1035.11
Beverly 33 by Aspira,13.735146,100.56741,Specialty Lodging,50.0,3.0,23,3.0,132,1567,0,High Efficiency,11.87,206.84
Like Sukhumvit 22,13.72608,100.56209,Specialty Lodging,18.0,3.0,28,3.0,54,603,1,High Efficiency,11.17,32.56
KosHotel Suvarnabhumi Airport,13.803923,100.74109,Hotel,56.0,3.0,0,3.0,113,1787,0,High Efficiency,15.81,201.93
Bangkok Voyage Boutique Hotel,13.85732,100.58658,Specialty Lodging,7.0,3.5,28,4.0,32,262,1,High Efficiency,8.19,8.38
Park Village Serviced Suites,13.663014,100.435455,Specialty Lodging,141.0,4.0,39,4.0,364,4723,2,Low Efficiency,12.98,1719.17
The Motley House,13.75938,100.53543,Specialty Lodging,30.0,2.0,21,2.0,85,874,1,High Efficiency,10.28,74.29
Airy Suvarnabhumi Hotel,13.727092,100.7356,Hotel,46.0,0.0,47,0.0,142,1001,1,High Efficiency,7.05,142.14
Just Beds,13.7258,100.5181,Bed and Breakfast,30.0,2.0,28,2.0,77,850,1,High Efficiency,11.04,65.45
Baan Wanchart Bangkok Residences,13.75938,100.50317,Specialty Lodging,31.0,2.0,7,2.0,71,947,1,High Efficiency,13.34,67.24
Inn Stations Hostel,13.738153,100.51907,Specialty Lodging,8.0,2.0,13,2.0,25,230,1,High Efficiency,9.2,5.75
The Overstay,13.775655,100.48391,Specialty Lodging,16.0,2.0,31,2.0,54,474,1,High Efficiency,8.78,25.6
Hoft Hostel Bangkok,13.72923,100.52927,Specialty Lodging,20.0,2.0,22,2.0,60,597,1,High Efficiency,9.95,35.82
New Merry V Guesthouse,13.7617,100.49332,Specialty Lodging,30.0,0.0,3,0.0,65,691,1,High Efficiency,10.63,44.92
House of Papa Bangkok Siam,13.74197,100.52449,Hotel,12.0,3.0,41,3.0,47,410,1,High Efficiency,8.72,19.27
GM Serviced Apartment,13.73861,100.55774,Hotel,70.0,4.0,37,4.0,180,2482,0,High Efficiency,13.79,446.76
Homey Hostel,13.924022,100.59828,Specialty Lodging,20.0,0.0,15,0.0,50,450,1,High Efficiency,9.0,22.5
Retro 39,13.73076,100.57049,Specialty Lodging,26.0,3.0,19,3.0,73,860,1,High Efficiency,11.78,62.78
Floral Shire Resort,13.717075,100.764915,Hotel,38.0,3.0,35,3.0,113,1180,0,High Efficiency,10.44,133.34
Yor Yak Hostel,13.720687,100.49617,Specialty Lodging,48.0,2.0,22,2.0,127,1510,0,High Efficiency,11.89,191.77
Siam Colors Hostel,13.763487,100.49905,Bed and Breakfast,33.0,2.0,21,2.0,89,1031,1,High Efficiency,11.58,91.76
Bangkok City Suite,13.757125,100.5217,Hotel,168.0,2.0,31,2.0,399,4542,2,Low Efficiency,11.38,1812.26
Villa Cha-Cha Phra Athit,13.763274,100.494675,Hotel,30.0,3.0,44,3.0,88,955,1,High Efficiency,10.85,84.04
Sleep Owl Hostel,13.916425,100.598305,Specialty Lodging,20.0,2.0,21,2.0,54,524,1,High Efficiency,9.7,28.3
Three Sukhumvit Hotel,13.746013,100.553566,Bed and Breakfast,59.0,3.0,53,3.0,161,1991,0,High Efficiency,12.37,320.55
LUXX Silom,13.726182,100.52529,Hotel,13.0,3.0,29,3.0,42,426,1,High Efficiency,10.14,17.89
Hiranyakul House,13.766217,100.496605,Specialty Lodging,16.0,3.0,21,3.0,44,561,1,High Efficiency,12.75,24.68
Henry's Hotel & Gastropub,13.734421,100.56357,Hotel,29.0,3.0,38,3.0,88,966,1,High Efficiency,10.98,85.01
Borarn House,13.752089,100.54453,Bed and Breakfast,24.0,1.0,19,1.0,58,627,1,High Efficiency,10.81,36.37
Khaosan Station,13.76189,100.49899,Specialty Lodging,3.0,0.0,18,0.0,17,71,1,High Efficiency,4.18,1.21
Kanvela House,13.760219,100.512405,Specialty Lodging,30.0,2.0,9,2.0,72,857,1,High Efficiency,11.9,61.7
Baannueng at Aree 5 Hotel,13.75047,100.53162,Specialty Lodging,25.0,3.0,42,3.0,80,852,1,High Efficiency,10.65,68.16
Wyndham Bangkok Queen Convention Centre,13.723183,100.56087,Hotel,110.0,3.0,0,3.0,265,3900,2,Low Efficiency,14.72,1033.5
Siamhubbiz Hostel,13.792164,100.55114,Bed and Breakfast,15.0,0.0,2,0.0,33,356,1,High Efficiency,10.79,11.75
Queen Lotus Guest House,13.73704,100.55959,Hotel,30.0,3.0,20,3.0,81,1074,1,High Efficiency,13.26,86.99
Studio Sukhumvit 18 By iCheck Inn,13.730464,100.5627,Hotel,24.0,3.0,30,3.0,68,864,1,High Efficiency,12.71,58.75
The Sunrise Residence,13.72661,100.53679,Specialty Lodging,28.0,3.0,20,3.0,77,1012,1,High Efficiency,13.14,77.92
Comfy Bed Hostel,13.75572,100.49885,Specialty Lodging,2.0,2.0,11,2.0,11,59,1,High Efficiency,5.36,0.65
Parkview Ratchaprarop,13.76201,100.54304,Bed and Breakfast,15.0,3.0,27,3.0,51,513,1,High Efficiency,10.06,26.16
Room @ Vipa,13.841625,100.55972,Bed and Breakfast,32.0,3.0,44,3.0,98,1006,1,High Efficiency,10.27,98.59
Khaosan Lovers Hostel,13.76038,100.50169,Specialty Lodging,6.0,0.0,29,0.0,29,121,1,High Efficiency,4.17,3.51
iDeer Hostel Bangkok,13.7226,100.53179,Specialty Lodging,1.0,2.0,30,2.0,17,32,1,High Efficiency,1.88,0.54
AK House,13.69323,100.60768,Bed and Breakfast,20.0,3.0,5,3.0,49,673,1,High Efficiency,13.73,32.98
Suites 31 Sukhumvit,13.73724,100.56086,Bed and Breakfast,15.0,3.0,26,3.0,49,473,1,High Efficiency,9.65,23.18
The Richy Place Guest House,13.752147,100.53894,Bed and Breakfast,33.0,2.0,28,2.0,96,966,1,High Efficiency,10.06,92.74
OYO 895 The Onion Hostel,13.741123,100.49561,Specialty Lodging,5.0,2.0,24,2.0,24,151,1,High Efficiency,6.29,3.62
The Bloom Residence at Suvarnabhumi,13.72244,100.74004,Bed and Breakfast,35.0,3.0,35,3.0,93,1098,1,High Efficiency,11.81,102.11
OYO 537 Na Banglampoo Hotel,13.762564,100.49791,Specialty Lodging,60.0,2.5,20,3.0,155,1780,0,High Efficiency,11.48,275.9
Take a Nap Hotel,13.73136,100.53304,Specialty Lodging,30.0,2.0,27,2.0,81,901,1,High Efficiency,11.12,72.98
Sribumpen Plus,13.720571,100.54736,Bed and Breakfast,23.0,2.0,21,2.0,61,672,1,High Efficiency,11.02,40.99
Rajata Hotel,13.76283,100.49884,Bed and Breakfast,40.0,2.0,26,2.0,105,1105,1,High Efficiency,10.52,116.02
Naratel Hostel Bangkok,13.727575,100.52672,Specialty Lodging,50.0,2.0,22,2.0,137,1504,0,High Efficiency,10.98,206.05
"D Varee Xpress Makkasan, Bangkok",13.749391,100.56125,Hotel,78.0,3.0,29,3.0,195,2576,0,Low Efficiency,13.21,502.32
Hide And Seek Hometel,13.714808,100.591156,Bed and Breakfast,8.0,3.5,16,4.0,25,306,1,High Efficiency,12.24,7.65
"Seekers Finders Rama IV hotel, SureStay Collection by Best Western",13.720058,100.55527,Specialty Lodging,81.0,3.0,3,3.0,195,2654,0,Low Efficiency,13.61,517.53
Tamni,13.738391,100.51786,Specialty Lodging,14.0,0.0,0,0.0,33,285,1,High Efficiency,8.64,9.4
Thea Serviced Apartment,13.729124,100.59137,Specialty Lodging,13.0,0.0,20,0.0,41,275,1,High Efficiency,6.71,11.28
1Sabai Hostel,13.739714,100.56548,Specialty Lodging,6.0,2.0,44,2.0,41,168,1,High Efficiency,4.1,6.89
Aspira Ruamrudee,13.735994,100.55069,Hotel,25.0,3.0,12,3.0,60,912,1,High Efficiency,15.2,54.72
Siam Stadium Hostel,13.74706,100.52467,Specialty Lodging,19.0,2.0,11,2.0,50,561,1,High Efficiency,11.22,28.05
Ariston Hotel,13.727843,100.56929,Hotel,152.0,3.0,30,3.0,390,4711,2,Low Efficiency,12.08,1837.29
Kamin Bird Hostel,13.77293,100.57185,Specialty Lodging,22.0,2.0,23,2.0,66,622,1,High Efficiency,9.42,41.05
Weeping Willow,13.724987,100.56947,Specialty Lodging,8.0,2.0,28,2.0,33,219,1,High Efficiency,6.64,7.23
Craftel,13.75215,100.5282,Specialty Lodging,7.0,2.0,28,2.0,29,217,1,High Efficiency,7.48,6.29
Mr.2 Hostel & Cafe,13.763277,100.50009,Specialty Lodging,7.0,0.0,8,0.0,19,156,1,High Efficiency,8.21,2.96
KC Guest House,13.76206,100.49372,Specialty Lodging,6.0,0.0,12,0.0,20,142,1,High Efficiency,7.1,2.84
Gold Airport Suites,13.718856,100.76404,Bed and Breakfast,80.0,3.0,26,3.0,189,2648,0,Low Efficiency,14.01,500.47
Regent Ramkhamhaeng 22,13.75419,100.613525,Specialty Lodging,120.0,3.0,29,3.0,292,3768,2,Low Efficiency,12.9,1100.26
Myhotel CMYK Ratchada,13.779149,100.57585,Hotel,16.0,3.0,40,3.0,53,531,1,High Efficiency,10.02,28.14
Rimklong Hostel,13.73501,100.52101,Specialty Lodging,4.0,2.0,32,2.0,27,114,1,High Efficiency,4.22,3.08
14 Living,13.681437,100.47318,Hotel,56.0,3.0,12,3.0,146,1675,0,High Efficiency,11.47,244.55
Sitara Place Serviced Apartments,13.764543,100.56479,Specialty Lodging,126.0,0.0,26,0.0,314,2587,0,Low Efficiency,8.24,812.32
At 21 Saladaeng,13.72691,100.5369,Hotel,50.0,3.0,31,3.0,135,1819,0,High Efficiency,13.47,245.56
Bella Bella House,13.76117,100.49362,Bed and Breakfast,25.0,2.0,4,2.0,52,725,1,High Efficiency,13.94,37.7
Hostel Na Nara,13.724471,100.52859,Specialty Lodging,12.0,3.0,32,3.0,41,414,1,High Efficiency,10.1,16.97
48 Ville - Donmuang Airport,13.884446,100.60636,Specialty Lodging,27.0,2.0,33,2.0,83,826,1,High Efficiency,9.95,68.56
Rest Inn Dormitory,13.761078,100.49708,Specialty Lodging,2.0,2.0,7,2.0,8,64,1,High Efficiency,8.0,0.51
Dreamcatcher Bangkok,13.726241,100.5314,Specialty Lodging,5.0,2.0,20,2.0,22,160,1,High Efficiency,7.27,3.52
Pakdee Pratunam Bed and Breakfast,13.751659,100.53645,Specialty Lodging,14.0,3.0,25,3.0,48,432,1,High Efficiency,9.0,20.74
Rest Is More Hostel,13.752013,100.507454,Specialty Lodging,37.0,0.0,7,0.0,85,712,1,High Efficiency,8.38,60.52
Ariva Ivy Servizio Thonglor,13.737845,100.58338,Specialty Lodging,90.0,4.0,50,4.0,226,3337,2,Low Efficiency,14.77,754.16
The Artists' Place,13.723458,100.49786,Bed and Breakfast,12.0,0.0,7,0.0,28,287,1,High Efficiency,10.25,8.04
The Vertical Suite,13.690767,100.646454,Hotel,64.0,4.0,24,4.0,166,2587,0,High Efficiency,15.58,429.44
The Neighbor Hoot Hostel&Cafe',13.781542,100.57674,Specialty Lodging,10.0,2.0,39,2.0,40,295,1,High Efficiency,7.38,11.8
Baan Tanwa,13.797553,100.57203,Specialty Lodging,84.0,3.0,29,3.0,187,2909,2,High Efficiency,15.56,543.98
Lucky House,13.759305,100.495155,Bed and Breakfast,50.0,2.0,23,2.0,130,1558,0,High Efficiency,11.98,202.54
Swan Hotel Bangkok,13.724847,100.51543,Hotel,67.0,2.0,27,2.0,170,1941,0,High Efficiency,11.42,329.97
T-Boutique Hostel,13.738142,100.52064,Specialty Lodging,4.0,2.0,36,2.0,27,108,1,High Efficiency,4.0,2.92
Ease Hostel,13.810084,100.55869,Specialty Lodging,40.0,2.0,13,2.0,106,1197,0,High Efficiency,11.29,126.88
Mida Hotel Don Mueang Airport Bangkok,13.889343,100.57881,Hotel,125.0,3.0,45,3.0,282,3844,2,Low Efficiency,13.63,1084.01
Silom Forest,13.725101,100.53247,Specialty Lodging,24.0,3.0,26,3.0,67,830,1,High Efficiency,12.39,55.61
ZEN Rooms Case Study Asoke,13.74647,100.56209,Bed and Breakfast,6.0,3.0,32,3.0,31,203,1,High Efficiency,6.55,6.29
Boxpackers Hostel Phranakorn,13.75478,100.49852,Specialty Lodging,10.0,0.0,8,0.0,26,214,1,High Efficiency,8.23,5.56
Bangkok Rama Hotel,13.735664,100.63251,Hotel,50.0,3.0,21,3.0,121,1566,0,High Efficiency,12.94,189.49
Zee Thai Hostel,13.763795,100.50336,Specialty Lodging,23.0,2.0,31,2.0,64,727,1,High Efficiency,11.36,46.53
The Atrium Ratchada 13,13.781,100.572174,Specialty Lodging,119.0,3.0,25,3.0,310,3751,2,Low Efficiency,12.1,1162.81
Le Siam Heritage Apartment and Spa,13.72438,100.52394,Specialty Lodging,4.0,4.0,5,4.0,11,154,1,High Efficiency,14.0,1.69
VOQUE Hotel & Serviced Residence Sukhumvit 51,13.729539,100.57663,Bed and Breakfast,39.0,0.0,38,0.0,116,777,1,High Efficiency,6.7,90.13
Meet Up Hostel Bangkok,13.757362,100.53431,Specialty Lodging,22.0,2.0,23,2.0,58,585,1,High Efficiency,10.09,33.93
Smile Inn,13.754776,100.51041,Bed and Breakfast,15.0,2.0,29,2.0,48,413,1,High Efficiency,8.6,19.82
Kashiwaya Ryokan,13.728429,100.56996,Hotel,16.0,3.0,2,3.0,33,526,1,High Efficiency,15.94,17.36
Watana Mansion,13.786377,100.57265,Hotel,60.0,3.0,35,3.0,148,2058,0,High Efficiency,13.91,304.58
Baan Bangkok Backpackers Hostel,13.763363,100.5003,Specialty Lodging,3.0,0.0,22,0.0,18,59,1,High Efficiency,3.28,1.06
Sloth Hostel,13.761208,100.498116,Specialty Lodging,20.0,2.0,30,2.0,66,541,1,High Efficiency,8.2,35.71
Lodge 61,13.721661,100.582855,Hotel,105.0,4.0,26,4.0,270,4149,2,Low Efficiency,15.37,1120.23
Room Quest Don Mueang Airport,13.92308,100.60023,Hotel,24.0,2.0,6,2.0,60,767,1,High Efficiency,12.78,46.02
The Celadon bangkok,13.71329,100.59438,Specialty Lodging,10.0,4.0,43,4.0,46,350,1,High Efficiency,7.61,16.1
Mirth Sathorn Hotel,13.725683,100.53607,Hotel,20.0,3.0,9,3.0,52,612,1,High Efficiency,11.77,31.82
First Pride Hotel,13.753853,100.5377,Hotel,75.0,3.0,44,3.0,196,2397,0,Low Efficiency,12.23,469.81
ZLEEP63 Hostel,13.92328,100.59692,Specialty Lodging,15.0,0.0,14,0.0,38,342,1,High Efficiency,9.0,13.0
Honey House 2,13.738165,100.5584,Hotel,30.0,2.0,23,2.0,73,846,1,High Efficiency,11.59,61.76
Aravinda Living Home,13.721584,100.58931,Hotel,48.0,3.0,22,3.0,129,1642,0,High Efficiency,12.73,211.82
Folk Poshtel Asok,13.742659,100.562225,Specialty Lodging,18.0,2.0,18,2.0,53,520,1,High Efficiency,9.81,27.56
Petit Hostel,13.725556,100.51056,Specialty Lodging,18.0,2.0,24,2.0,54,517,1,High Efficiency,9.57,27.92
Moumou Hostel,13.714393,100.59399,Specialty Lodging,10.0,2.0,27,2.0,35,314,1,High Efficiency,8.97,10.99
Been Hostel Ratchathewi,13.751447,100.53026,Specialty Lodging,3.0,2.0,11,2.0,12,78,1,High Efficiency,6.5,0.94
Don Muang Boutique House,13.880774,100.59473,Bed and Breakfast,5.0,0.0,15,0.0,19,120,1,High Efficiency,6.32,2.28
OYO 994 Kudi Hostel,13.723074,100.52307,Specialty Lodging,9.0,2.0,11,2.0,27,271,1,High Efficiency,10.04,7.32
Citin Sukhumvit 11 Nana Bangkok by Compass Hospitality,13.740813,100.55664,Hotel,52.0,0.0,31,0.0,128,1132,1,High Efficiency,8.84,144.9
AK Hostel,13.744328,100.54293,Specialty Lodging,8.0,2.0,23,2.0,32,251,1,High Efficiency,7.84,8.03
The BOB Hostel,13.730481,100.58644,Specialty Lodging,40.0,2.0,23,2.0,98,1135,1,High Efficiency,11.58,111.23
Tiny Hostel,13.779212,100.48897,Specialty Lodging,10.0,2.0,14,2.0,29,301,1,High Efficiency,10.38,8.73
The 44,13.716407,100.58928,Specialty Lodging,17.0,3.0,25,3.0,49,570,1,High Efficiency,11.63,27.93
S Bangkok Navamin,13.81555,100.652084,Hotel,87.0,3.0,17,3.0,204,2711,2,Low Efficiency,13.29,553.04
Visiting Card Hotel & Resort,13.753217,100.54403,Bed and Breakfast,50.0,3.0,42,3.0,138,1747,0,High Efficiency,12.66,241.09
First Inn Bangkok,13.72886,100.57304,Specialty Lodging,4.0,0.0,16,0.0,17,75,1,High Efficiency,4.41,1.27
AREA 69,13.888309,100.60223,Bed and Breakfast,3.0,3.0,37,3.0,27,97,1,High Efficiency,3.59,2.62
Spittze Hotel Pratunam,13.754897,100.53611,Hotel,78.0,3.0,12,3.0,196,2558,0,Low Efficiency,13.05,501.37
Azure Hostel,13.757514,100.50452,Specialty Lodging,47.0,2.0,18,2.0,121,1426,0,High Efficiency,11.79,172.55
The LA49 Hotel,13.736232,100.57858,Specialty Lodging,25.0,0.0,8,0.0,54,540,1,High Efficiency,10.0,29.16
Bansabai Hostelling International,13.799406,100.606895,Specialty Lodging,100.0,2.0,28,2.0,238,2715,2,Low Efficiency,11.41,646.17
Silver Gold Garden Suvarnabhumi Airport Hotel,13.722103,100.78047,Hotel,67.0,3.0,47,3.0,170,2034,0,High Efficiency,11.96,345.78
Hyde Park Hotel Bangkok,13.757776,100.54334,Hotel,38.0,3.0,17,3.0,104,1386,0,High Efficiency,13.33,144.14
OYO 228 Babo House Bangkok,13.763284,100.49941,Specialty Lodging,27.0,1.0,16,1.0,65,689,1,High Efficiency,10.6,44.78
Thomson Residence Hotel,13.668617,100.614494,Specialty Lodging,7.0,3.0,15,3.0,24,217,1,High Efficiency,9.04,5.21
Bangkok Shortstay,13.736858,100.5705,Specialty Lodging,23.0,4.0,25,4.0,67,814,1,High Efficiency,12.15,54.54
P24 @ Kaset,13.837824,100.57554,Bed and Breakfast,26.0,3.0,6,3.0,62,844,1,High Efficiency,13.61,52.33
Chiva Bangkok Hotel,13.750977,100.58334,Hotel,93.0,3.0,34,3.0,204,2758,2,Low Efficiency,13.52,562.63
Baan Silom,13.72684,100.53799,Specialty Lodging,4.0,0.0,6,0.0,12,91,1,High Efficiency,7.58,1.09
Khaosan Park Resort,13.758595,100.497574,Bed and Breakfast,47.0,3.0,26,3.0,110,1467,0,High Efficiency,13.34,161.37
The Tivoli Hotel,13.71892,100.55113,Hotel,130.0,3.0,13,3.0,289,4170,2,Low Efficiency,14.43,1205.13
The Bangkokians City Garden Home,13.75447,100.54185,Specialty Lodging,9.0,2.0,23,2.0,30,258,1,High Efficiency,8.6,7.74
Old Thai Heng Hotel,13.742316,100.51229,Bed and Breakfast,46.0,2.5,47,3.0,132,1576,0,High Efficiency,11.94,208.03
T.T. Guesthouse,13.731069,100.51917,Bed and Breakfast,15.0,3.0,7,3.0,35,473,1,High Efficiency,13.51,16.56
Augusta Hostel Bangkok,13.72413,100.57923,Specialty Lodging,6.0,2.0,47,2.0,39,185,1,High Efficiency,4.74,7.22
Timber Hostel,13.75241,100.528275,Specialty Lodging,8.0,2.0,17,2.0,27,235,1,High Efficiency,8.7,6.34
Playground Hostel,13.72611,100.49173,Specialty Lodging,6.0,0.0,14,0.0,21,129,1,High Efficiency,6.14,2.71
OYO 965 Art Hotel Sanamchai,13.740764,100.49625,Specialty Lodging,20.0,2.0,24,2.0,54,569,1,High Efficiency,10.54,30.73
The Qube Fifty,13.70705,100.59304,Hotel,35.0,3.0,8,3.0,90,1150,1,High Efficiency,12.78,103.5
Sleep BKK,13.721102,100.48945,Specialty Lodging,10.0,2.0,30,2.0,37,282,1,High Efficiency,7.62,10.43
Wall Street Inn,13.729438,100.532455,Hotel,75.0,3.0,23,3.0,189,2444,0,High Efficiency,12.93,461.92
The Riverline Guest House,13.765485,100.49647,Bed and Breakfast,33.0,0.0,3,0.0,81,619,1,High Efficiency,7.64,50.14
WOW Bangkok,13.74275,100.57124,Hotel,7.0,4.0,15,4.0,24,273,1,High Efficiency,11.38,6.55
The Connex Asoke,13.736073,100.56087,Hotel,20.0,3.0,36,3.0,69,665,1,High Efficiency,9.64,45.88
FuramaXclusive Pratunam Park Hotel,13.75462,100.53816,Hotel,129.0,3.0,32,3.0,279,4201,2,Low Efficiency,15.06,1172.08
Baan Gaysorn Hostel,13.718909,100.51498,Specialty Lodging,3.0,2.0,30,2.0,23,82,1,High Efficiency,3.57,1.89
Sathorn Grace Serviced Residence,13.716612,100.5276,Specialty Lodging,62.0,4.0,20,4.0,149,2165,0,High Efficiency,14.53,322.58
Varinda Hostel,13.722862,100.56155,Specialty Lodging,12.0,2.0,19,2.0,38,337,1,High Efficiency,8.87,12.81
Aspira Hana Residence Thong Lor,13.738769,100.58071,Hotel,45.0,3.5,43,4.0,125,1723,0,High Efficiency,13.78,215.38
The Plimplace,13.825119,100.56769,Bed and Breakfast,80.0,0.0,30,0.0,207,1709,0,High Efficiency,8.26,353.76
IR-ON Hotel,13.722236,100.57677,Bed and Breakfast,22.0,3.5,29,4.0,59,834,1,High Efficiency,14.14,49.21
Cocktail Hostel & Bar Silom,13.723096,100.52234,Specialty Lodging,2.0,0.0,21,0.0,15,40,1,High Efficiency,2.67,0.6
The Royal Bee Aparthotel,13.88795,100.60318,Specialty Lodging,14.0,3.0,27,3.0,44,477,1,High Efficiency,10.84,20.99
Yindee Hostel Bangkok,13.726782,100.52601,Specialty Lodging,4.0,2.0,28,2.0,22,113,1,High Efficiency,5.14,2.49
Sandy Serviced Apartment,13.87204,100.55649,Specialty Lodging,30.0,3.0,31,3.0,81,970,1,High Efficiency,11.98,78.57
Port Canary Boutique Hotel,13.722572,100.73315,Bed and Breakfast,35.0,0.0,49,0.0,115,804,1,High Efficiency,6.99,92.46
The House Pratunam,13.75384,100.53824,Bed and Breakfast,39.0,3.0,9,3.0,89,1200,0,High Efficiency,13.48,106.8
Minimis Hostel,13.731007,100.53253,Hotel,26.0,2.0,28,2.0,76,758,1,High Efficiency,9.97,57.61
Theorie Hotel Sukhumvit 107 by Tolani,13.653487,100.61884,Hotel,78.0,2.0,55,2.0,211,2051,0,High Efficiency,9.72,432.76
Suvarnabhumi Apartments,13.759032,100.74616,Specialty Lodging,38.0,3.0,11,3.0,91,1307,0,High Efficiency,14.36,118.94
Charan 41 Hostel,13.76766,100.47601,Specialty Lodging,5.0,2.0,13,2.0,18,145,1,High Efficiency,8.06,2.61
